"","siteid","sitename","plotid","easting","northing","taxonid","scientificname","indvidualid","pointid","individualdistance","individualazimuth","dbh","dbhheight","basalcanopydiam","basalcanopydiam_90deg","maxcanopydiam","canopydiam_90deg","stemheight","stemremarks","stemstatus","canopyform","livingcanopy","inplotcanopy","materialsampleid","dbhqf","stemmapqf"
"303","SOAP","Soaproot Saddle","SOAP139",297041.7,4100095.5,"CADE27","Calocedrus decurrens",395,"center",9.3,287.8,0.8,10,0,0,0.3,0.3,0.7,"","","",100,100,"",0,0
"304","SOAP","Soaproot Saddle","SOAP139",297041,4100096.5,"CADE27","Calocedrus decurrens",396,"center",10.3,292.4,0.7,10,0,0,0.2,0.3,0.7,"","","",100,100,"",0,0
"305","SOAP","Soaproot Saddle","SOAP139",297041.3,4100095,"CADE27","Calocedrus decurrens",397,"center",9.5,284.3,0.6,10,0,0,0.3,0.2,0.5,"","","",100,100,"",0,0
"306","SOAP","Soaproot Saddle","SOAP139",297041.4,4100095.5,"CADE27","Calocedrus decurrens",398,"center",9.6,288.2,0.6,10,0,0,0.3,0.2,0.5,"","","",100,100,"",0,0
"307","SOAP","Soaproot Saddle","SOAP139",297041.4,4100095.5,"CADE27","Calocedrus decurrens",399,"center",9.6,287.8,0.5,130,0,0,0.2,0.2,0.5,"","","",100,100,"",0,0
"308","SOAP","Soaproot Saddle","SOAP139",297041.9,4100095.2,"CADE27","Calocedrus decurrens",400,"center",9,287.4,1,10,0,0,0.3,0.3,0.7,"","","",100,100,"",0,0
"309","SOAP","Soaproot Saddle","SOAP139",297041.6,4100094.8,"CADE27","Calocedrus decurrens",401,"center",9.1,283.1,0.8,10,0,0,0.3,0.2,0.6,"","","",100,100,"",0,0
"310","SOAP","Soaproot Saddle","SOAP139",297042.3,4100094.8,"CADE27","Calocedrus decurrens",402,"center",8.5,284.8,0.8,10,0,0,0.2,0.2,0.5,"","","",100,100,"",0,0
"311","SOAP","Soaproot Saddle","SOAP139",297042.7,4100095,"CADE27","Calocedrus decurrens",403,"center",8.1,286.6,0.7,10,0,0,0.4,0.3,0.6,"","","",100,100,"",0,0
"312","SOAP","Soaproot Saddle","SOAP139",297042.8,4100095,"CADE27","Calocedrus decurrens",404,"center",8,286.1,0.6,130,0,0,0.2,0.3,0.6,"","","",100,100,"",0,0
"313","SOAP","Soaproot Saddle","SOAP139",297043,4100094.8,"CADE27","Calocedrus decurrens",405,"center",7.8,286,0.7,10,0,0,0.3,0.3,0.6,"","","",100,100,"",0,0
"314","SOAP","Soaproot Saddle","SOAP139",297043.1,4100094.5,"CADE27","Calocedrus decurrens",406,"center",7.6,283.5,0.8,10,0,0,0.5,0.3,0.6,"","","",100,100,"",0,0
"315","SOAP","Soaproot Saddle","SOAP139",297042.5,4100094,"CADE27","Calocedrus decurrens",407,"center",8.1,279,0.6,10,0,0,0.2,0.2,0.6,"","","",100,100,"",0,0
"316","SOAP","Soaproot Saddle","SOAP139",297042.2,4100093.8,"CADE27","Calocedrus decurrens",408,"center",8.4,277.3,0.9,130,0,0,0.3,0.4,0.6,"","","",100,100,"",0,0
"317","SOAP","Soaproot Saddle","SOAP139",297042.1,4100093.5,"CADE27","Calocedrus decurrens",409,"center",8.5,276.7,1,10,0,0,0.4,0.3,0.8,"","","",100,100,"",0,0
"318","SOAP","Soaproot Saddle","SOAP95",298695.9,4100856.5,"CADE27","Calocedrus decurrens",740,"center",9.2,318.3,0.8,10,0,0,0.4,0.3,0.6,"","","",100,100,"",0,0
"319","SOAP","Soaproot Saddle","SOAP139",297041.5,4100096.5,"CADE27","Calocedrus decurrens",411,"center",9.8,293.8,0.8,10,0,0,0.3,0.3,0.6,"","","",100,100,"",0,0
"320","SOAP","Soaproot Saddle","SOAP63",299819.5,4101021.8,"CADE27","Calocedrus decurrens",834,"center",5.6,103.1,3.5,130,0,0,1,1,2,"","dead w branches","",0,100,"",0,0
"321","SOAP","Soaproot Saddle","SOAP139",297041.3,4100096.5,"CADE27","Calocedrus decurrens",413,"center",10,292.8,0.7,10,0,0,0.3,0.2,0.5,"","","",100,100,"",0,0
"322","SOAP","Soaproot Saddle","SOAP139",297041,4100096.8,"CADE27","Calocedrus decurrens",414,"center",10.3,293.1,0.7,10,0,0,0.3,0.2,0.6,"","","",100,100,"",0,0
"323","SOAP","Soaproot Saddle","SOAP187",297532.9,4100555,"CADE27","Calocedrus decurrens",292,"center",5.4,353.1,2.8,10,0,0,0.4,0.6,1,"","dead w branches","",0,100,"",0,0
"324","SOAP","Soaproot Saddle","SOAP187",297532.9,4100555.5,"CADE27","Calocedrus decurrens",293,"center",5.8,353.6,1.3,10,0,0,0.5,0.4,0.6,"","dead w branches","",0,100,"",0,0
"325","SOAP","Soaproot Saddle","SOAP95",298710.5,4100851.5,"CADE27","Calocedrus decurrens",707,"center",8.7,75.9,32,130,0,0,4.7,4.1,17.2,"","","",100,100,"",0,0
"326","SOAP","Soaproot Saddle","SOAP187",297532.4,4100556,"CADE27","Calocedrus decurrens",295,"center",6.4,349.8,2.8,10,0,0,0.5,0.5,0.7,"","dead w branches","",0,100,"",0,0
"327","SOAP","Soaproot Saddle","SOAP187",297532.8,4100556.5,"CADE27","Calocedrus decurrens",296,"center",6.7,353.7,2.4,10,0,0,0.4,0.7,0.9,"","dead w branches","",0,100,"",0,0
"328","SOAP","Soaproot Saddle","SOAP139",297049.9,4100102.5,"CADE27","Calocedrus decurrens",420,"center",9.8,356.7,1.5,10,0,0,0.5,0.3,0.7,"","","",100,100,"",0,0
"329","SOAP","Soaproot Saddle","SOAP187",297533.2,4100557,"CADE27","Calocedrus decurrens",298,"center",7.3,357.2,2.9,10,0,0,0.5,0.6,0.9,"","dead w branches","",0,100,"",0,0
"330","SOAP","Soaproot Saddle","SOAP139",297044.2,4100101.8,"CADE27","Calocedrus decurrens",422,"center",11,325.3,69.3,130,0,0,6.5,6.1,25.5,"","","",100,100,"",0,0
"331","SOAP","Soaproot Saddle","SOAP139",297041.9,4100092.5,"CADE27","Calocedrus decurrens",423,"center",8.6,268.9,0.7,10,0,0,0.3,0.4,0.6,"","","",100,100,"",0,0
"332","SOAP","Soaproot Saddle","SOAP139",297042.1,4100092.5,"CADE27","Calocedrus decurrens",424,"center",8.4,268.3,0.7,10,0,0,0.4,0.3,0.6,"","","",100,100,"",0,0
"333","SOAP","Soaproot Saddle","SOAP139",297041.8,4100092.5,"CADE27","Calocedrus decurrens",425,"center",8.7,268.7,0.7,10,0,0,0.3,0.2,0.6,"","","",100,100,"",0,0
"334","SOAP","Soaproot Saddle","SOAP43",297069.4,4100718.5,"CADE27","Calocedrus decurrens",602,"center",10.7,118.3,13.4,130,0,0,3.4,2.8,6.8,"","","",100,100,"",0,0
"335","SOAP","Soaproot Saddle","SOAP139",297043.4,4100092.5,"CADE27","Calocedrus decurrens",427,"center",7.1,268.4,1,10,0,0,0.4,0.3,0.6,"","","",100,100,"",0,0
"336","SOAP","Soaproot Saddle","SOAP139",297043.8,4100092.5,"CADE27","Calocedrus decurrens",428,"center",6.7,269.4,0.9,10,0,0,0.3,0.2,0.6,"","","",100,100,"",0,0
"337","SOAP","Soaproot Saddle","SOAP187",297528.5,4100552,"CADE27","Calocedrus decurrens",305,"center",5.5,293.1,79.5,130,0,0,9.8,9.1,23.9,"","","",100,100,"",0,0
"338","SOAP","Soaproot Saddle","SOAP63",299817.6,4101023.5,"CADE27","Calocedrus decurrens",852,"center",3.6,82.9,15.8,130,0,0,2.6,1.8,9.6,"","","",100,100,"",0,0
"339","SOAP","Soaproot Saddle","SOAP43",297066.9,4100718.8,"CADE27","Calocedrus decurrens",607,"center",8.5,125.1,8.5,130,0,0,2.2,2,4,"","","",100,100,"",0,0
"340","SOAP","Soaproot Saddle","SOAP43",297066.5,4100718.5,"CADE27","Calocedrus decurrens",608,"center",8.2,127.5,1.4,130,0,0,1.8,1.4,1.8,"","","",100,100,"",0,0
"341","SOAP","Soaproot Saddle","SOAP43",297065.6,4100718.8,"CADE27","Calocedrus decurrens",609,"center",7.4,130.9,4.1,130,0,0,1.9,1.7,2.2,"","","",100,100,"",0,0
"342","SOAP","Soaproot Saddle","SOAP143",299838.7,4100418,"CADE27","Calocedrus decurrens",130,"center",5,263.6,1.3,10,0,0,0.6,0.4,0.7,"","","",100,100,"",0,0
"343","SOAP","Soaproot Saddle","SOAP143",299834.4,4100417.2,"CADE27","Calocedrus decurrens",131,"center",9.4,262.1,44,130,0,0,7,6.5,16.7,"","","",100,100,"",0,0
"344","SOAP","Soaproot Saddle","SOAP43",297067.4,4100715.8,"CADE27","Calocedrus decurrens",612,"center",10.8,136.7,1.9,130,0,0,1.4,1.4,1.3,"","","",100,100,"",0,0
"345","SOAP","Soaproot Saddle","SOAP143",299837.3,4100416,"CADE27","Calocedrus decurrens",133,"center",6.9,248.5,37,130,0,0,6.1,5.9,16,"","","",100,100,"",0,0
"346","SOAP","Soaproot Saddle","SOAP331",297055.2,4100594,"CADE27","Calocedrus decurrens",451,"center",4.7,176.3,12.7,130,0,0,1.5,1.5,7.6,"","","",100,100,"",0,0
"347","SOAP","Soaproot Saddle","SOAP43",297069.7,4100715.5,"CADE27","Calocedrus decurrens",615,"center",12.7,130.3,1.5,130,0,0,1.8,1.5,1.6,"","","",100,100,"",0,1
"348","SOAP","Soaproot Saddle","SOAP331",297057.2,4100602,"CADE27","Calocedrus decurrens",494,"center",4.1,34.1,2.6,10,0,0,0.8,0.8,1,"","","",100,100,"",0,0
"349","SOAP","Soaproot Saddle","SOAP43",297061.6,4100715.2,"CADE27","Calocedrus decurrens",617,"center",8.6,168.9,15.5,130,0,0,4.8,4.8,6.1,"","","",100,100,"",0,0
"350","SOAP","Soaproot Saddle","SOAP43",297060.6,4100714.5,"CADE27","Calocedrus decurrens",618,"center",9,175.8,8,130,0,0,1.9,1.8,3.7,"","","",100,100,"",0,0
"351","SOAP","Soaproot Saddle","SOAP255",300136.3,4101386.2,"CADE27","Calocedrus decurrens",1328,"center",10.8,316.6,4.4,130,0,0,2.8,2,3,"","","",100,100,"",0,0
"352","SOAP","Soaproot Saddle","SOAP63",299815,4101031.5,"CADE27","Calocedrus decurrens",866,"center",8.5,6.1,6.5,130,0,0,3,2,1.3,"leaner","","",100,100,"",0,0
"353","SOAP","Soaproot Saddle","SOAP255",300137.5,4101385.5,"CADE27","Calocedrus decurrens",1330,"NW",3.6,110.2,8.9,130,0,0,2.8,2.8,4.8,"","","",100,100,"",0,0
"354","SOAP","Soaproot Saddle","SOAP43",297066.3,4100727.2,"CADE27","Calocedrus decurrens",623,"center",7.3,59.3,8.8,130,0,0,2.4,1.7,4.3,"","leaner dead w branches","",0,100,"",0,0
"355","SOAP","Soaproot Saddle","SOAP43",297065.5,4100728.8,"CADE27","Calocedrus decurrens",624,"center",7.5,47.2,8.9,130,0,0,2.7,1.8,0.9,"","leaner dead w branches","",0,100,"",0,0
"356","SOAP","Soaproot Saddle","SOAP43",297064.2,4100726.5,"CADE27","Calocedrus decurrens",625,"center",5.2,54.8,12.1,130,0,0,3.7,3.4,4.9,"","","",100,100,"",0,0
"357","SOAP","Soaproot Saddle","SOAP63",299817.1,4101021.5,"CADE27","Calocedrus decurrens",831,"center",3.4,115.5,13.2,130,0,0,3.9,3.6,10.1,"","","",100,100,"",0,0
"358","SOAP","Soaproot Saddle","SOAP43",297069.5,4100732.5,"CADE27","Calocedrus decurrens",627,"center",13,47,3.1,10,0,0,1.1,1.1,1,"","","",100,100,"",0,1
"359","SOAP","Soaproot Saddle","SOAP43",297066.8,4100731.8,"CADE27","Calocedrus decurrens",628,"center",10.6,39.8,2.1,10,0,0,0.9,0.9,0.8,"","","",100,100,"",0,1
"360","SOAP","Soaproot Saddle","SOAP43",297065.7,4100731.5,"CADE27","Calocedrus decurrens",629,"center",9.8,35.7,20.2,130,0,0,3.8,3.6,12.1,"","","",100,100,"",0,1
"361","SOAP","Soaproot Saddle","SOAP43",297068.2,4100731.5,"CADE27","Calocedrus decurrens",630,"center",11.3,46.4,15.2,130,0,0,4.8,2.6,6.8,"","leaner","",100,40,"",0,1
"362","SOAP","Soaproot Saddle","SOAP43",297066.9,4100732.2,"CADE27","Calocedrus decurrens",631,"center",11.1,38.2,11.9,130,0,0,2.8,2.3,6.6,"","sick not many lvs","",100,100,"",0,1
"363","SOAP","Soaproot Saddle","SOAP95",298701.5,4100858.2,"CADE27","Calocedrus decurrens",746,"NE",12.4,268.7,1,10,0,0,0.4,0.4,0.7,"","","",100,100,"",0,0
"364","SOAP","Soaproot Saddle","SOAP95",298699.7,4100858,"CADE27","Calocedrus decurrens",747,"NE",14.2,268,1.1,10,0,0,0.3,0.3,0.6,"","","",100,100,"",0,0
"365","SOAP","Soaproot Saddle","SOAP63",299822.9,4101028.5,"CADE27","Calocedrus decurrens",880,"center",10.4,58.3,10.6,130,0,0,2.6,2.1,5.7,"","","",100,100,"",0,0
"366","SOAP","Soaproot Saddle","SOAP331",297063.2,4100600.5,"CADE27","Calocedrus decurrens",513,"center",8.5,76.1,6,130,0,0,1.7,1.6,2.8,"","","",100,100,"",0,0
"367","SOAP","Soaproot Saddle","SOAP143",299838.8,4100414.2,"CADE27","Calocedrus decurrens",1154,"center",6.5,229.2,24.6,130,0,0,4.2,3.8,13.2,"","","",100,100,"",0,0
"368","SOAP","Soaproot Saddle","SOAP43",297057.8,4100729.8,"CADE27","Calocedrus decurrens",637,"center",6.6,340.9,21.4,130,0,0,4.1,4,9.7,"","","",100,100,"",0,0
"369","SOAP","Soaproot Saddle","SOAP143",299842.9,4100416.2,"CADE27","Calocedrus decurrens",1156,"center",2.4,199.5,31.8,130,0,0,6.1,4.4,14.7,"","","",100,100,"",0,0
"370","SOAP","Soaproot Saddle","SOAP63",299820.8,4101024.5,"CADE27","Calocedrus decurrens",885,"center",6.9,78.7,42.4,130,0,0,4.5,3.4,23.7,"","","",100,100,"",0,0
"371","SOAP","Soaproot Saddle","SOAP43",297055.6,4100728.5,"CADE27","Calocedrus decurrens",640,"center",6.5,318.1,6.5,130,0,0,1.3,1.3,3,"","dead w branches","",0,100,"",0,0
"372","SOAP","Soaproot Saddle","SOAP43",297054.8,4100728.5,"CADE27","Calocedrus decurrens",641,"center",7.2,314.1,3.6,130,0,0,1.5,1.3,2.3,"","","",100,100,"",0,0
"373","SOAP","Soaproot Saddle","SOAP43",297054.5,4100727.5,"CADE27","Calocedrus decurrens",642,"center",6.8,306.6,1.7,10,0,0,0.8,0.4,0.7,"","dead w branches","",0,100,"",0,0
"374","SOAP","Soaproot Saddle","SOAP43",297053.8,4100727.2,"CADE27","Calocedrus decurrens",643,"center",7.1,300.1,2.1,130,0,0,0.8,0.4,0.8,"","dead w branches","",0,100,"",0,0
"375","SOAP","Soaproot Saddle","SOAP143",299849.9,4100411.2,"CADE27","Calocedrus decurrens",1162,"center",9.6,139.6,37.8,130,0,0,6.1,6.1,14.8,"","","",100,100,"",0,0
"376","SOAP","Soaproot Saddle","SOAP43",297055.6,4100727.8,"CADE27","Calocedrus decurrens",645,"center",6.1,314.2,5.8,130,0,0,2,1.1,2.8,"","only 1 live branch","",100,100,"",0,0
"377","SOAP","Soaproot Saddle","SOAP43",297053.6,4100725,"CADE27","Calocedrus decurrens",646,"center",6.5,281.5,1.4,130,0,0,1,0.9,1.5,"","dead w branches","",0,100,"",0,0
"378","SOAP","Soaproot Saddle","SOAP331",297055.5,4100603.8,"CADE27","Calocedrus decurrens",525,"center",5.2,6.5,3.4,10,0,0,1,1.1,1.2,"","","",100,100,"",0,0
"379","SOAP","Soaproot Saddle","SOAP43",297053.2,4100726.5,"CADE27","Calocedrus decurrens",648,"center",7.4,293.5,16.8,130,0,0,3.8,3.8,7.7,"","","",100,100,"",0,0
"380","SOAP","Soaproot Saddle","SOAP43",297053.1,4100727.5,"CADE27","Calocedrus decurrens",649,"center",7.9,299.3,5.8,130,0,0,2.7,1.5,3.3,"","","",100,100,"",0,0
"381","SOAP","Soaproot Saddle","SOAP299",297492.1,4100690.5,"CADE27","Calocedrus decurrens",190,"center",6,237.2,28.8,130,0,0,4.9,4.5,12,"","","",100,100,"",0,0
"382","SOAP","Soaproot Saddle","SOAP299",297494.4,4100690,"CADE27","Calocedrus decurrens",191,"center",4.6,217,20.2,130,0,0,4.2,3.6,10.2,"","","",100,100,"",0,0
"383","SOAP","Soaproot Saddle","SOAP95",298694.8,4100858.5,"CADE27","Calocedrus decurrens",766,"center",11.5,321.4,1,10,0,0,0.4,0.3,0.9,"","","",100,100,"",0,0
"384","SOAP","Soaproot Saddle","SOAP331",297059.3,4100608,"CADE27","Calocedrus decurrens",531,"center",10.3,24.9,1.8,10,0,0,0.7,0.5,0.8,"","","",100,100,"",0,0
"385","SOAP","Soaproot Saddle","SOAP63",299816.3,4101027.8,"CADE27","Calocedrus decurrens",859,"center",5.2,26.1,6.5,130,0,0,1.9,1.7,2.3,"","","",100,100,"",0,0
"386","SOAP","Soaproot Saddle","SOAP43",297050.7,4100731.5,"CADE27","Calocedrus decurrens",655,"center",12.3,310.7,2.4,10,0,0,1.1,1,1.3,"","","",100,100,"",0,1
"387","SOAP","Soaproot Saddle","SOAP187",297527.9,4100544,"CADE27","Calocedrus decurrens",235,"center",8,224.7,4.3,130,0,0,1.3,1,2.4,"","dead w branches","",0,100,"",0,1
"388","SOAP","Soaproot Saddle","SOAP43",297053.3,4100729.8,"CADE27","Calocedrus decurrens",657,"center",9.1,312.5,37.9,130,0,0,5.1,4.9,16.5,"","","",100,100,"",0,0
"389","SOAP","Soaproot Saddle","SOAP43",297055.7,4100732.2,"CADE27","Calocedrus decurrens",658,"center",9.6,333.3,7.7,130,0,0,2.9,1.6,4.4,"","","",100,100,"",0,1
"390","SOAP","Soaproot Saddle","SOAP43",297055.6,4100732.5,"CADE27","Calocedrus decurrens",659,"center",9.8,333.4,4,130,0,0,2,1.7,2.9,"","barely alive","",90,100,"",0,1
"391","SOAP","Soaproot Saddle","SOAP331",297064.4,4100604.5,"CADE27","Calocedrus decurrens",538,"center",11.1,58,2.1,10,0,0,0.7,0.6,1.2,"","dead w branches","",0,100,"",0,0
"392","SOAP","Soaproot Saddle","SOAP143",299851.1,4100417.8,"CADE27","Calocedrus decurrens",1179,"center",7.4,95.3,38.8,130,0,0,6.7,5.6,17.2,"","","",100,100,"",0,0
"393","SOAP","Soaproot Saddle","SOAP63",299805.5,4101028,"CADE27","Calocedrus decurrens",908,"center",9.8,299.7,2.1,130,0,0,0.9,0.7,1.5,"","dead w branches","",0,100,"",0,0
"394","SOAP","Soaproot Saddle","SOAP331",297051.9,4100600,"CADE27","Calocedrus decurrens",541,"center",3.3,292.9,22.1,130,0,0,2.2,2.6,10.3,"","","",100,100,"",0,0
"395","SOAP","Soaproot Saddle","SOAP143",299845.1,4100420.2,"CADE27","Calocedrus decurrens",1182,"center",2.2,40.9,1.3,10,0,0,0.4,0.4,0.7,"","","",100,100,"",0,0
"396","SOAP","Soaproot Saddle","SOAP95",298703.9,4100858.5,"CADE27","Calocedrus decurrens",698,"center",9.1,11.7,11.9,130,0,0,3.5,2.7,10.7,"","","",100,100,"",0,0
"397","SOAP","Soaproot Saddle","SOAP255",300136,4101383.8,"CADE27","Calocedrus decurrens",1334,"NW",3.5,147.6,12.3,130,0,0,3.5,3,7,"","","",100,100,"",0,0
"398","SOAP","Soaproot Saddle","SOAP187",297532.7,4100553.5,"CADE27","Calocedrus decurrens",286,"center",3.9,348.1,1.9,10,0,0,0.7,0.5,0.7,"","dead w branches","",0,100,"",0,0
"399","SOAP","Soaproot Saddle","SOAP63",299813.7,4101022.5,"CADE27","Calocedrus decurrens",793,"center",0.7,212.2,9.9,130,0,0,2.5,2.2,4.5,"","","",100,100,"",0,0
"400","SOAP","Soaproot Saddle","SOAP63",299813.1,4101021.2,"CADE27","Calocedrus decurrens",794,"center",2.1,206.7,2.2,130,0,0,1,0.6,1.9,"","dead w branches","",0,100,"",0,0
"401","SOAP","Soaproot Saddle","SOAP63",299813.1,4101020.8,"CADE27","Calocedrus decurrens",795,"center",2.5,202.8,10,130,0,0,2.2,2.1,4.3,"","","",100,100,"",0,0
"402","SOAP","Soaproot Saddle","SOAP95",298700.6,4100847.8,"CADE27","Calocedrus decurrens",664,"center",2.3,218.4,8.6,130,0,0,2.1,1.4,4.1,"","dead w branches","",0,100,"",0,0
"403","SOAP","Soaproot Saddle","SOAP187",297536.6,4100545,"CADE27","Calocedrus decurrens",251,"center",5.5,146.4,17,130,0,0,3.4,3.1,6,"","","",100,100,"",0,1
"404","SOAP","Soaproot Saddle","SOAP143",299851.7,4100420.2,"CADE27","Calocedrus decurrens",1191,"center",8.2,77.4,35.8,130,0,0,5.1,4.4,14,"","","",100,100,"",0,0
"405","SOAP","Soaproot Saddle","SOAP63",299812.8,4101015.5,"CADE27","Calocedrus decurrens",799,"center",7.6,189.5,13.6,130,0,0,3.2,2.4,7.7,"","","",100,100,"",0,0
"406","SOAP","Soaproot Saddle","SOAP63",299813.3,4101014.8,"CADE27","Calocedrus decurrens",800,"center",8.3,185,7.3,130,0,0,1.5,1.5,4.3,"","dead w branches","",0,100,"",0,0
"407","SOAP","Soaproot Saddle","SOAP331",297052.9,4100595.2,"CADE27","Calocedrus decurrens",433,"center",4,211.3,7.4,130,0,0,0.7,0.6,2.9,"","dead w branches","",0,100,"",0,0
"408","SOAP","Soaproot Saddle","SOAP63",299809.8,4101014.5,"CADE27","Calocedrus decurrens",802,"SW",6.8,79.3,1.8,130,0,0,1.3,1.1,1.7,"","dead w branches","",0,100,"",0,0
"409","SOAP","Soaproot Saddle","SOAP331",297053.8,4100595.2,"CADE27","Calocedrus decurrens",435,"center",3.6,197.9,15.2,130,0,0,2.4,2.2,8.2,"","","",100,100,"",0,0
"410","SOAP","Soaproot Saddle","SOAP331",297045.5,4100588.8,"CADE27","Calocedrus decurrens",436,"center",13.7,223.4,21,130,0,0,3.3,2.7,10.4,"","","",100,100,"",0,0
"411","SOAP","Soaproot Saddle","SOAP331",297048.7,4100590.8,"CADE27","Calocedrus decurrens",437,"SW",4.5,58.6,13.4,130,0,0,2.6,2.4,5,"","","",100,100,"",0,0
"412","SOAP","Soaproot Saddle","SOAP331",297048,4100589,"CADE27","Calocedrus decurrens",438,"SW",3.2,80,20,130,0,0,2.9,2.4,9.1,"","dead w branches","",0,100,"",0,0
"413","SOAP","Soaproot Saddle","SOAP331",297046.9,4100589.8,"CADE27","Calocedrus decurrens",439,"SW",2.3,59.4,5.3,130,0,0,1,0.7,1.8,"","dead w branches top snapped","",0,100,"",0,0
"414","SOAP","Soaproot Saddle","SOAP95",298700.7,4100841.5,"CADE27","Calocedrus decurrens",676,"SW",8.8,73.5,14.9,130,0,0,3.1,2.5,8.3,"","","",100,100,"",0,0
"415","SOAP","Soaproot Saddle","SOAP331",297047.4,4100592,"CADE27","Calocedrus decurrens",441,"SW",4.3,35.7,22.4,130,0,0,3.9,3,8.6,"","","",100,100,"",0,0
"416","SOAP","Soaproot Saddle","SOAP255",300146.1,4101376.8,"CADE27","Calocedrus decurrens",1273,"center",2.9,123.8,1.8,10,0,0,0.7,0.5,1,"","dead w branches","",0,100,"",0,0
"417","SOAP","Soaproot Saddle","SOAP331",297047.9,4100594,"CADE27","Calocedrus decurrens",443,"SW",6.2,29.3,13.8,130,0,0,2.5,2.3,6.9,"","","",100,100,"",0,0
"418","SOAP","Soaproot Saddle","SOAP331",297047.3,4100595.2,"CADE27","Calocedrus decurrens",444,"SW",7.1,19.6,20.9,130,0,0,3.8,3.2,12.8,"","","",100,100,"",0,0
"419","SOAP","Soaproot Saddle","SOAP63",299807.5,4101018.5,"CADE27","Calocedrus decurrens",813,"SW",6.9,39.5,2.5,10,0,0,0.6,0.6,1.2,"","dead w branches","",0,100,"",0,0
"420","SOAP","Soaproot Saddle","SOAP95",298705.9,4100847.2,"CADE27","Calocedrus decurrens",682,"center",4.5,120.1,18.9,130,0,0,3.4,2.5,11.6,"","","",100,100,"",0,0
"421","SOAP","Soaproot Saddle","SOAP95",298704.1,4100845.8,"CADE27","Calocedrus decurrens",683,"center",4.2,151.1,17.2,130,0,0,3.4,3.8,9.4,"","","",100,100,"",0,0
"422","SOAP","Soaproot Saddle","SOAP331",297055.7,4100597.8,"CADE27","Calocedrus decurrens",448,"center",1.2,139.1,22.5,130,0,0,2.9,3.1,10.9,"","","",100,100,"",0,0
"423","SOAP","Soaproot Saddle","SOAP187",297536.2,4100558.2,"CADE27","Calocedrus decurrens",271,"center",9,17.4,2.9,10,0,0,0.8,0.7,1.4,"","dead w branches","",0,100,"",0,0
"424","SOAP","Soaproot Saddle","SOAP63",299816.2,4101025.8,"CADE27","Calocedrus decurrens",858,"center",3.5,38.5,7.1,130,0,0,2.4,1.7,3.8,"leaner","dead w branches","",0,100,"",0,0
"425","SOAP","Soaproot Saddle","SOAP95",298708.3,4100846.5,"CADE27","Calocedrus decurrens",699,"center",7,116.7,7.6,130,0,0,2.9,2,5.2,"","leaner","",100,100,"",0,0
"426","SOAP","Soaproot Saddle","SOAP95",298704.1,4100843.2,"CADE27","Calocedrus decurrens",688,"center",6.5,161.3,12.5,130,0,0,2,1.4,8.5,"","","",100,100,"",0,0
"427","SOAP","Soaproot Saddle","SOAP187",297534.9,4100555.8,"CADE27","Calocedrus decurrens",275,"center",6.2,12.2,2.7,10,0,0,0.8,0.6,1,"","dead w branches","",0,100,"",0,0
"428","SOAP","Soaproot Saddle","SOAP255",300152.3,4101382.2,"CADE27","Calocedrus decurrens",1285,"center",9.5,65.3,1.8,10,0,0,0.7,0.7,0.9,"","dead w branches","",0,100,"",0,0
"429","SOAP","Soaproot Saddle","SOAP331",297057.2,4100589.8,"CADE27","Calocedrus decurrens",455,"center",9.1,165.9,10.8,130,0,0,2,1.7,3.4,"","","",100,100,"",0,0
"430","SOAP","Soaproot Saddle","SOAP143",299853.1,4100428.2,"CADE27","Calocedrus decurrens",1217,"center",13.6,43.8,26.2,130,0,0,4,3,10.2,"","","",100,100,"",0,1
"431","SOAP","Soaproot Saddle","SOAP63",299814.6,4101018,"CADE27","Calocedrus decurrens",825,"center",5.1,173.3,7.6,130,0,0,1.9,1.3,4.7,"","","",100,100,"",0,0
"432","SOAP","Soaproot Saddle","SOAP63",299815.4,4101018.8,"CADE27","Calocedrus decurrens",826,"center",4.6,163.6,2.8,130,0,0,1.1,0.8,2,"","dead w branches","",0,100,"",0,0
"433","SOAP","Soaproot Saddle","SOAP63",299814.8,4101019.8,"CADE27","Calocedrus decurrens",827,"center",3.5,167.5,13.3,130,0,0,2.5,3,7.9,"","","",100,100,"",0,0
"434","SOAP","Soaproot Saddle","SOAP63",299815.7,4101019.2,"CADE27","Calocedrus decurrens",828,"center",4.2,156.3,5.9,130,0,0,1.9,1.6,3.5,"","dead w branches","",0,100,"",0,0
"435","SOAP","Soaproot Saddle","SOAP143",299848,4100428,"CADE27","Calocedrus decurrens",1222,"center",10.5,24.2,31.6,130,0,0,5.3,4.1,11.5,"","","",100,100,"",0,0
"436","SOAP","Soaproot Saddle","SOAP255",300134.5,4101384.8,"CADE27","Calocedrus decurrens",1333,"NW",1.9,169.2,11.4,130,0,0,3.1,2.6,6.1,"","","",100,100,"",0,0
"437","SOAP","Soaproot Saddle","SOAP187",297532.5,4100551,"CADE27","Calocedrus decurrens",284,"center",1.7,320.1,2.5,10,0,0,0.7,0.5,0.8,"","dead w branches","",0,100,"",0,0
"438","SOAP","Soaproot Saddle","SOAP63",299819.7,4101016.2,"CADE27","Calocedrus decurrens",845,"SE",4.6,298.8,15,130,0,0,2.7,2.6,9.1,"","","",100,100,"",0,0
